,id,year,Dept,treatment,profit,size,wageindex
44,110200,2016,M5,0,2730,99,1.018549427
45,110200,2017,M5,0,2730,99,0.747599212
46,110260,2003,M5,0,3753,108,0.745002482
47,110260,2004,M5,0,3535,108,0.73864461
48,110260,2005,M5,0,3743,102,1.046875501
49,110260,2006,M5,0,4182,102,0.956317882
50,110260,2007,M5,0,3993,102,1.179010998
51,110260,2008,M5,0,3987,102,1.172307161
52,110260,2009,M5,0,3395,102,1.346639708
53,110260,2010,M5,0,3416,102,0.792873762
54,110260,2011,M5,0,3415,102,0.785182679
55,110260,2012,M5,0,3727,102,0.757511303
56,110260,2013,M5,0,3987,98,0.750589157
57,110260,2014,M5,0,4029,98,1.49698322
58,110260,2015,M5,0,3997,98,1.058330493
59,110260,2016,M5,0,3482,98,1.086588419
60,110260,2017,M5,0,3428,98,0.607109464
61,110280,2003,M5,0,3302,130,0.874716862
62,110280,2004,M5,0,3836,130,0.681981693
63,110280,2005,M5,0,4043,120,1.019342773
64,110280,2006,M5,0,3931,120,1.199181171
65,110280,2007,M5,0,3968,120,0.599333701
66,110280,2008,M5,0,3838,120,0.852485337
67,110280,2009,M5,0,3987,120,0.71132325
68,110280,2010,M5,0,3960,120,1.199042056
69,110280,2011,M5,0,4135,120,1.038500847
70,110280,2012,M5,0,4037,98,1.380390567
71,110280,2013,M5,0,4028,98,0.797854153
72,110280,2014,M5,0,4098,98,0.562874772
73,110280,2015,M5,0,3851,98,0.990893915
74,110280,2016,M5,0,3967,98,1.057507579
75,110280,2017,M5,0,3364,98,1.119976596
76,110290,2003,M5,0,2399,96,0.845549326
77,110290,2004,M5,0,2251,96,1.553028323
78,110290,2005,M5,0,2615,96,0.048809592
79,110290,2006,M5,0,2709,96,0.592013448
80,110290,2007,M5,0,2934,96,0.958280056
81,110290,2008,M5,0,2910,96,0.821859364
82,110290,2009,M5,0,2811,93,0.981129152
83,110290,2010,M5,0,2837,93,0.888422709
84,110290,2011,M5,0,2761,93,1.109770679
85,110290,2012,M5,0,2638,93,0.75334067
86,110290,2013,M5,0,2432,93,1.17455323
87,110290,2014,M5,0,2399,93,0.914520277
88,110290,2015,M5,0,2266,93,0.883760002
89,110290,2016,M5,0,2257,93,0.720080715
90,110290,2017,M5,0,2077,93,0.552306098
91,110370,2003,M5,0,9826,291,1.185779141
92,110370,2004,M5,0,10222,293,0.928590937
93,110370,2005,M5,0,8807,269,0.492086252
94,110370,2006,M5,0,8678,269,1.381455426
95,110370,2007,M5,0,9259,285,0.497627772
96,110370,2008,M5,0,10054,285,0.579265053
97,110370,2009,M5,0,9900,287,1.831142153
98,110370,2010,M5,0,10398,287,1.237739102
99,110370,2011,M5,0,10364,287,0.763054223
100,110370,2012,M5,0,10634,287,1.269772221
101,110370,2013,M5,0,10470,287,1.260746334
102,110370,2014,M5,0,11251,274,0.567147455
103,110370,2015,M5,0,8744,274,1.127895706
104,110370,2016,M5,0,10928,274,0.503622026
105,110370,2017,M5,0,11475,274,1.134685711
106,110520,2003,M5,0,2701,106,0.799221055
107,110520,2004,M5,0,2838,99,0.841452305
108,110520,2005,M5,0,2552,99,0.670233528
109,110520,2006,M5,0,2578,99,1.09288399
110,110520,2007,M5,0,2617,99,0.337276423
111,110520,2008,M5,0,2972,99,0.635299118
112,110520,2009,M5,0,2870,99,1.186307839
113,110520,2010,M5,0,3052,99,0.832384915
114,110520,2011,M5,0,2997,99,0.89876844
115,110520,2012,M5,0,3610,99,1.044859861
116,110520,2013,M5,0,3550,99,0.647919014
117,110520,2014,M5,0,3587,99,0.566581766
118,110520,2015,M5,0,3349,99,0.623913706
119,110520,2016,M5,0,3255,99,0.607549286
120,110520,2017,M5,0,3058,99,1.172959086
121,110555,2003,M5,0,11277,347,0.974570331
122,110555,2004,M5,0,11580,347,1.166961652
123,110555,2005,M5,0,11657,296,0.857649071
124,110555,2006,M5,0,11534,296,0.812704389
125,110555,2007,M5,0,13088,296,0.580437667
126,110555,2008,M5,0,13232,296,1.042675887
127,110555,2009,M5,0,11256,296,0.722724788
128,110555,2010,M5,0,10779,296,0.635065446
129,110555,2011,M5,0,11250,296,1.003069185
130,110555,2012,M5,0,11573,296,0.693164029
131,110555,2013,M5,0,12845,272,1.499685392
132,110555,2014,M5,0,13046,266,0.404371805
133,110555,2015,M5,0,13218,266,1.586700267
134,110555,2016,M5,0,12770,266,0.58302863
135,110555,2017,M5,0,12547,266,0.582976204
136,110610,2003,M5,0,4476,116,1.414467114
137,110610,2004,M5,0,4846,116,1.080933484
138,110610,2005,M5,0,4180,116,1.111046921
139,110610,2006,M5,0,5132,116,1.079370724
140,110610,2007,M5,0,5377,116,0.046447421
141,110610,2008,M5,0,5329,116,1.182298742
142,110610,2009,M5,0,5532,116,0.985622838
143,110610,2010,M5,0,5286,116,1.316614888
144,110610,2011,M5,0,4609,116,1.153057526
145,110610,2012,M5,0,4972,116,0.922930635
146,110610,2013,M5,0,6692,116,0.898578339
147,110610,2014,M5,0,4974,116,0.572071028
148,110610,2015,M5,0,4721,116,1.273817266
149,110610,2016,M5,0,4622,116,0.973329156
150,110610,2017,M5,0,4448,116,0.358308536
151,120030,2003,N8,0,9520,211,0.918981126
152,120030,2004,N8,0,9910,227,0.931997897
153,120030,2005,N8,0,10341,212,1.02191
154,120030,2006,N8,0,10985,221,1.497759308
155,120030,2007,N8,0,11455,223,1.273040087
156,120030,2008,N8,0,11190,233,0.811283252
157,120030,2009,N8,0,11247,235,1.078938909
158,120030,2010,N8,0,11366,241,1.149318328
159,120030,2011,N8,0,11486,242,1.577197851
160,120030,2012,N8,0,11604,237,1.668795112
161,120030,2013,N8,0,12167,237,0.984890739
162,120030,2014,N8,0,12167,240,1.108140336
163,120030,2015,N8,0,12753,240,0.666529679
164,120030,2016,N8,0,13365,240,1.450324122
165,120030,2017,N8,0,12891,241,0.954847369
166,120080,2003,N8,0,5843,165,0.873529861
167,120080,2004,N8,0,5819,165,0.963128688
168,120080,2005,N8,0,6094,150,0.92368233
169,120080,2006,N8,0,6294,165,0.991442065
170,120080,2007,N8,0,6344,150,0.68898019
171,120080,2008,N8,0,6581,165,0.933929507
172,120080,2009,N8,0,6974,165,0.691384042
173,120080,2010,N8,0,7263,164,0.644783784
174,120080,2011,N8,0,7827,165,0.747961011
175,120080,2012,N8,0,8386,165,1.230944457
176,120080,2013,N8,0,8600,165,0.771796742
177,120080,2014,N8,0,9023,165,1.252523089
178,120080,2015,N8,0,9030,165,1.224769742
179,120080,2016,N8,0,8835,165,0.447996496
180,120080,2017,N8,0,7663,165,0.753088273
181,120110,2003,N8,0,4940,160,1.224640587
182,120110,2004,N8,0,4993,160,1.870366061
183,120110,2005,N8,0,5215,150,1.366623298
184,120110,2006,N8,0,5552,150,1.265036191
185,120110,2007,N8,0,5400,150,0.858680526
186,120110,2008,N8,0,5478,150,1.362671948
187,120110,2009,N8,0,5698,150,1.427571046
188,120110,2010,N8,0,5954,150,1.222954336
189,120110,2011,N8,0,6138,150,1.03063518
190,120110,2012,N8,0,6297,150,1.21276253
191,120110,2013,N8,0,6495,150,0.852196801
192,120110,2014,N8,0,6767,150,1.32627535
193,120110,2015,N8,0,6865,150,1.383477995
194,120110,2016,N8,0,6784,149,1.531199223
195,120110,2017,N8,0,6747,149,0.944533975
196,120170,2003,N8,0,13951,366,0.760105318
197,120170,2004,N8,0,15589,359,1.028987174
198,120170,2005,N8,0,17360,330,1.755987053
199,120170,2006,N8,0,15801,338,0.952393266
200,120170,2007,N8,0,14811,341,0.888313303
201,120170,2008,N8,0,15946,360,1.561112536
202,120170,2009,N8,0,17375,362,2.11178651
203,120170,2010,N8,0,16960,368,2.018948208
204,120170,2011,N8,0,18451,379,1.772007769
205,120170,2012,N8,0,19568,390,0.898159013
206,120170,2013,N8,0,26764,398,0.933338877
207,120170,2014,N8,0,19905,398,1.223452054
208,120170,2015,N8,0,19760,401,1.254956932
209,120170,2016,N8,0,19901,410,0.617676564
210,120170,2017,N8,0,33621,417,0.923523997
211,120180,2003,N8,0,5331,191,1.111192137
212,120180,2004,N8,0,2043,191,0.723669302
213,120180,2005,N8,0,5424,139,1.746864905
214,120180,2006,N8,0,5360,139,0.917462718
215,120180,2007,N8,0,7400,143.5,1.537400218
216,120180,2008,N8,0,4625,148,1.0810483
217,120180,2009,N8,0,4615,148,1.391865521
218,120180,2010,N8,0,1868,148,1.114339858
219,120180,2011,N8,0,4510,148,1.094762471
220,120180,2012,N8,0,4758,148,1.523618875
221,120180,2013,N8,0,5070,148,0.878039505
222,120180,2014,N8,0,4788,148,1.301884504
223,120180,2015,N8,0,4362,148,1.46532414
224,120180,2016,N8,0,4335,148,1.266061219
225,120180,2017,N8,0,7272,148,1.327559128
226,120225,2003,N8,0,7464,242,1.017353999
227,120225,2004,N8,0,7606,214,1.249853776
228,120225,2005,N8,0,7996,208,1.271747729
229,120225,2006,N8,0,8325,225,1.149799792
230,120225,2007,N8,0,8443,228,1.328021724
231,120225,2008,N8,0,8712,228,1.040358506
232,120225,2009,N8,0,8991,228,1.422070125
233,120225,2010,N8,0,8934,228,1.66709856
234,120225,2011,N8,0,9017,228,1.174547114
235,120225,2012,N8,0,9250,228,1.527634267
236,120225,2013,N8,0,9238,254,1.746247665
237,120225,2014,N8,0,8992,254,1.038997553
238,120225,2015,N8,0,10228,254,0.991785233
239,120225,2016,N8,0,10122,254,0.54967533
240,120225,2017,N8,0,10227,254,1.242742632
241,120240,2003,N8,0,10662,290,1.492724832
242,120240,2004,N8,0,11023,294,0.914616514
243,120240,2005,N8,0,11679,257,1.262013353
244,120240,2006,N8,0,11113,257,0.541465376
245,120240,2007,N8,0,13851,257,0.984706428
246,120240,2008,N8,0,14651,257,0.851759265
247,120240,2009,N8,0,14353,246,0.819702157
248,120240,2010,N8,0,14468,247,1.04154542
249,120240,2011,N8,0,15082,247,1.199170564
250,120240,2012,N8,0,15031,246,0.879260883
251,120240,2013,N8,0,12068,246,1.509952437
252,120240,2014,N8,0,12417,246,1.266320064
253,120240,2015,N8,0,12635,246,0.793257998
254,120240,2016,N8,0,13201,252,0.53432288
255,120240,2017,N8,0,12690,253,1.208969567
256,120290,2003,N8,0,7727,209,0.697264451
257,120290,2004,N8,0,8281,234,0.972143841
258,120290,2005,N8,0,8610,180,0.751468703
259,120290,2006,N8,0,9129,173,0.873659483
260,120290,2007,N8,0,9322,180,1.654037951
261,120290,2008,N8,0,9234,180,1.052908877
262,120290,2009,N8,0,9833,182,1.221095837
263,120290,2010,N8,0,10611,195,1.392271998
264,120290,2011,N8,0,10657,203,1.051831776
265,120290,2012,N8,0,10594,199,1.585019314
266,120290,2013,N8,0,11221,197,1.331593667
267,120290,2014,N8,0,10661,201,0.905204375
268,120290,2015,N8,0,10057,205,0.743605283
269,120290,2016,N8,0,8602,205,1.468941137
270,120290,2017,N8,0,8065,205,0.594781757
271,120380,2003,N8,0,4421,120,0.669759096
272,120380,2004,N8,0,4207,120,1.497490397
273,120380,2005,N8,0,3767,110,0.652753062
274,120380,2006,N8,0,4567,110,1.142522806
275,120380,2007,N8,0,4687,110,0.508085561
276,120380,2008,N8,0,4679,110,0.759232594
277,120380,2009,N8,0,4249,110,0.931151612
278,120380,2010,N8,0,4191,110,1.004051545
279,120380,2011,N8,0,4331,110,0.708027798
280,120380,2012,N8,0,4314,109,0.998598581
281,120380,2013,N8,0,4198,109,0.962619511
282,120380,2014,N8,0,4455,109,1.097685709
283,120380,2015,N8,0,5050,114,0.943120007
284,120380,2016,N8,0,4280,114,1.052695989
285,120380,2017,N8,0,4260,114,1.239537317
286,130001,2003,V20,0,18504,456,1.497943028
287,130001,2004,V20,0,18098,487,0.957923078
288,130001,2005,V20,0,19168,442,1.531580237
289,130001,2006,V20,0,22177,453,0.460925736
290,130001,2007,V20,0,21436,457,1.150049298
291,130001,2008,V20,0,21816,413,1.453563143
292,130001,2009,V20,0,21606,415,0.804940834
293,130001,2010,V20,0,21971,418,0.750567637
294,130001,2011,V20,0,21033,435,0.683529868
295,130001,2012,V20,0,20524,442,0.125505627
296,130001,2013,V20,0,21132,453,1.383852692
297,130001,2014,V20,0,21414,456,0.848731027
298,130001,2015,V20,0,21092,448,1.106840868
299,130001,2016,V20,0,21700,448,1.020241423
300,130001,2017,V20,0,22353,452,1.00130766
301,130015,2003,V20,0,3669,152,0.569610739
302,130015,2004,V20,0,3708,152,1.31164166
303,130015,2005,V20,0,3756,134,0.815731132
304,130015,2006,V20,0,4739,135,0.685211842
305,130015,2007,V20,0,4421,121,1.020096426
306,130015,2008,V20,0,4325,137,1.152173787
307,130015,2009,V20,0,4015,114,0.653241284
308,130015,2010,V20,0,3854,114,0.713461963
309,130015,2011,V20,0,3697,114,1.250976311
310,130015,2012,V20,0,3657,114,1.191424823
311,130015,2013,V20,0,3882,110,0.908340719
312,130015,2014,V20,0,3779,119,1.238851533
313,130015,2015,V20,0,3832,109,0.862604678
314,130015,2016,V20,0,3785,117,0.774047366
315,130015,2017,V20,0,3672,118,1.10336174
316,130040,2003,V20,0,5504,184,0.567311259
317,130040,2004,V20,0,5431,146,1.244012945
318,130040,2005,V20,0,5592,149,0.40266135
319,130040,2006,V20,0,5940,149,0.72510865
320,130040,2007,V20,0,5934,149,1.273238785
321,130040,2008,V20,0,5702,149,1.060186049
322,130040,2009,V20,0,5684,149,0.733882534
323,130040,2010,V20,0,5489,149,0.411495833
324,130040,2011,V20,0,5659,141,1.584870583
325,130040,2012,V20,0,5768,141,1.294487608
326,130040,2013,V20,0,5576,135,0.935372447
327,130040,2014,V20,0,5322,127,0.689165467
328,130040,2015,V20,0,5033,127,0.936409654
329,130040,2016,V20,0,4943,127,0.964194036
330,130040,2017,V20,0,4855,127,1.25383415
331,130060,2003,V20,0,3685,104,0.594469049
332,130060,2004,V20,0,3404,104,0.983729451
333,130060,2005,V20,0,3209,96,0.82353807
334,130060,2006,V20,0,3160,97,1.203238887
335,130060,2007,V20,0,3519,97,0.632714601
336,130060,2008,V20,0,3492,97,1.064936635
337,130060,2009,V20,0,3427,97,0.823066173
338,130060,2010,V20,0,3435,97,0.993246622
339,130060,2011,V20,0,3476,97,1.263471136
340,130060,2012,V20,0,3415,97,1.154540392
341,130060,2013,V20,0,2935,97,1.480261241
342,130060,2014,V20,0,2753,97,0.99243103
343,130060,2015,V20,0,2806,97,0.537514904
344,130060,2016,V20,0,2667,97,1.284174055
345,130060,2017,V20,0,2690,97,0.763921222
346,130210,2003,V20,0,6641,247,0.543807679
347,130210,2004,V20,0,7875,247,0.685318616
348,130210,2005,V20,0,7373,226,1.338630476
349,130210,2006,V20,0,6749,151,0.842064473
350,130210,2007,V20,0,6331,159,0.701521173
351,130210,2008,V20,0,6457,149,1.172175389
352,130210,2009,V20,0,6671,165,0.951725723
353,130210,2010,V20,0,6710,152,1.035195344
354,130210,2011,V20,0,6764,165,0.722594046
355,130210,2012,V20,0,6819,148,0.791137523
356,130210,2013,V20,0,6730,145,1.145746904
357,130210,2014,V20,0,6939,147,0.775104422
358,130210,2015,V20,0,6818,140,1.364802741
359,130210,2016,V20,0,7315,169,1.275053821
360,130210,2017,V20,0,6766,145,1.082021913
361,130212,2003,V20,0,3158,140,0.885803819
362,130212,2004,V20,0,3147,140,0.582825247
363,130212,2005,V20,0,3273,119,1.328799313
364,130212,2006,V20,0,3421,119,1.224222193
365,130212,2007,V20,0,3427,119,0.438596572
366,130212,2008,V20,0,3437,119,0.579226285
367,130212,2009,V20,0,3446,119,0.84753496
368,130212,2010,V20,0,3118,119,0.562586709
369,130212,2011,V20,0,2977,119,1.345221803
370,130212,2012,V20,0,3235,101,0.738616328
371,130212,2013,V20,0,2919,101,0.446526666
372,130212,2014,V20,0,2876,101,0.807787786
373,130212,2015,V20,0,2822,101,0.507197292
374,130212,2016,V20,0,3329,101,1.268182435
375,130212,2017,V20,0,3287,101,0.642743194
376,140006,2003,M1,0,8414,256,0.990374229
377,140006,2004,M1,0,8485,245,1.774753178
378,140006,2005,M1,0,8639,245,1.179160034
379,140006,2006,M1,0,8172,245,0.549921164
380,140006,2007,M1,0,8031,245,1.115023734
381,140006,2008,M1,0,8226,245,0.854381745
382,140006,2009,M1,0,8642,245,0.613645755
383,140006,2010,M1,0,8429,245,0.661280452
384,140006,2011,M1,0,8738,213,0.760191372
385,140006,2012,M1,0,9129,213,1.136608395
386,140006,2013,M1,0,8342,213,1.185246549
387,140006,2014,M1,0,7290,207,1.01672938
388,140006,2015,M1,0,7480,207,1.062903446
389,140006,2016,M1,0,7545,207,1.081526542
390,140007,2003,M1,0,14014,273,1.120911758
391,140007,2004,M1,0,13134,273,0.505708782
392,140007,2005,M1,0,10210,244,1.368246714
393,140007,2006,M1,0,11228,232,1.588816248
394,140007,2007,M1,0,13890,261,1.118728058
395,140007,2008,M1,0,14578,261,1.599695582
396,140007,2009,M1,0,14312,265,1.23622823
397,140007,2010,M1,0,16251,265,1.047844824
398,140007,2011,M1,0,15945,265,1.101993047
399,140007,2012,M1,0,16164,265,1.033201107
400,140007,2013,M1,0,16547,265,1.182522025
401,140007,2014,M1,0,17068,265,1.206500112
402,140007,2015,M1,0,17798,265,1.951343411
403,140007,2016,M1,0,15581,265,1.156887425
404,140007,2017,M1,0,17026,279,1.459910792
405,140008,2003,M1,0,9623,183,1.295953321
406,140008,2004,M1,0,8950,164,0.779941058
407,140008,2005,M1,0,9029,160,0.564725099
408,140008,2006,M1,0,8951,160,0.963678315
409,140008,2007,M1,0,9304,153,1.272839507
410,140008,2008,M1,0,9199,153,1.118984808
411,140008,2009,M1,0,8752,153,1.673698125
412,140008,2010,M1,0,8691,153,1.450296997
413,140008,2011,M1,0,9120,153,1.296148172
414,140008,2012,M1,0,8926,153,1.298682577
415,140008,2013,M1,0,8587,160,1.628299036
416,140008,2014,M1,0,9007,160,1.255879898
417,140008,2015,M1,0,8859,160,0.234425506
418,140008,2016,M1,0,8746,160,1.763004868
419,140008,2017,M1,0,8635,160,1.075607619
420,140010,2003,M1,0,10006,235,1.251945663
421,140010,2004,M1,0,23316,458,1.442828551
422,140010,2005,M1,0,24285,458,1.388941417
423,140010,2006,M1,0,25497,458,1.00131007
424,140010,2007,M1,0,26928,491,0.895270601
425,140010,2008,M1,0,27779,497,1.219283073
426,140010,2009,M1,0,26442,533,1.481652812
427,140010,2010,M1,0,25219,541,1.101375223
428,140010,2011,M1,0,25724,541,0.878510556
429,140010,2012,M1,0,27141,556,1.352856188
430,140010,2013,M1,0,27124,559,1.161264969
431,140010,2014,M1,0,27988,548,1.349803254
432,140010,2015,M1,0,31000,546,1.123756239
433,140010,2016,M1,0,29907,525,1.245957148
434,140010,2017,M1,0,26982,504,1.338335432
435,140011,2003,M1,0,4973,162,1.181167834
436,140011,2004,M1,0,5274,156,1.075990178
437,140011,2005,M1,0,20024,388,0.859347729
438,140011,2006,M1,0,19620,327,1.257512183
439,140011,2007,M1,0,14214,327,0.468610762
440,140011,2008,M1,0,14281,296,0.695236625
441,140011,2009,M1,0,14426,296,0.792152179
442,140011,2010,M1,0,13763,289,0.814864751
443,140011,2011,M1,0,14982,290,1.300766911
444,140011,2012,M1,0,15156,287,1.290195605
445,140011,2013,M1,0,16211,297,1.146824488
446,140011,2014,M1,0,15784,295,0.774120017
447,140011,2015,M1,0,15872,295,1.877086644
448,140011,2016,M1,0,14458,295,1.516039909
449,140011,2017,M1,0,12686,295,1.341071153
450,140012,2003,M1,0,7756,267,1.117380506
451,140012,2004,M1,0,8174,244,1.122810972
452,140012,2005,M1,0,11281,244,0.93556789
453,140012,2006,M1,0,11944,353,0.876004319
454,140012,2007,M1,0,12123,312,0.787984604
455,140012,2008,M1,0,11678,312,1.203076637
456,140012,2009,M1,0,12650,245,1.318486409
457,140012,2010,M1,0,12356,281,0.871513082
458,140012,2011,M1,0,14646,281,1.154477101
459,140012,2012,M1,0,12301,275,1.026371069
460,140012,2013,M1,0,11953,289,1.33122363
461,140012,2014,M1,0,11131,248,0.682645525
462,140012,2015,M1,0,10127,248,1.031114326
463,140012,2016,M1,0,12032,248,0.308191609
464,140012,2017,M1,0,10677,248,1.061302786
465,140013,2003,M1,0,38857,581,1.231076299
466,140013,2004,M1,0,36032,565,1.05888573
467,140013,2005,M1,0,36120,548,1.054929786
468,140013,2006,M1,0,36279,555,0.866927752
469,140013,2007,M1,0,37164,557,1.358042096
470,140013,2008,M1,0,38561,539,1.020798903
471,140013,2009,M1,0,39435,541,1.092265216
472,140013,2010,M1,0,39479,580,1.194955769
473,140013,2011,M1,0,39688,599,0.798661534
474,140013,2012,M1,0,41124,611,1.394009814
475,140013,2013,M1,0,43099,627,1.380766202
476,140013,2014,M1,0,43099,626,1.372461096
477,140013,2015,M1,0,41996,607,1.76187755
478,140013,2016,M1,0,41131,635,1.79676165
479,140013,2017,M1,0,37403,652,0.896658624
480,140016,2003,M1,0,33921,681,1.299879428
481,140016,2004,M1,0,34453,681,1.19633208
482,140016,2005,M1,0,29992,689,0.479960592
483,140016,2006,M1,0,31715,696,1.559938719
484,140016,2007,M1,0,32777,725,1.44739083
485,140016,2008,M1,0,35519,750,1.238019894
486,140016,2009,M1,0,35976,835,1.379666674
487,140016,2010,M1,0,35338,835,1.040358272
488,140016,2011,M1,0,35128,808,0.666514618
489,140016,2012,M1,0,34569,808,0.582212934
490,140016,2013,M1,0,34400,808,1.365755724
491,140016,2014,M1,0,34211,875,1.029637406
492,140016,2015,M1,0,36799,875,1.505326703
493,140016,2016,M1,0,40563,875,1.223184172
494,140016,2017,M1,0,37146,875,1.186977079
495,140017,2003,M1,0,15936,311,1.113527599
496,140017,2004,M1,0,17053,335,1.32224531
497,140017,2005,M1,0,17309,299,1.174607888
498,140017,2006,M1,0,17820,312,0.999516603
499,140017,2007,M1,0,17564,312,0.616130565
500,140017,2008,M1,0,17405,312,1.473295612
501,140017,2009,M1,0,18521,310,0.834534968
502,140017,2010,M1,0,18513,300,1.303348139
503,140017,2011,M1,0,18426,300,1.401175473
504,140017,2012,M1,0,17482,346,1.062742262
505,140017,2013,M1,0,18268,346,0.718782556
506,140017,2014,M1,0,20315,346,0.992161857
507,140017,2015,M1,0,20315,346,1.11337724
508,140017,2016,M1,0,17534,346,0.842371075
509,140017,2017,M1,0,17352,346,2.098265863
510,140080,2003,M1,0,7000,188,1.386251538
511,140080,2004,M1,0,7532,174,1.401498236
512,140080,2005,M1,0,8178,174,1.058819049
513,140080,2006,M1,0,8733,174,1.033439976
514,140080,2007,M1,0,8545,174,0.688961881
515,140080,2008,M1,0,8275,176,0.706686243
516,140080,2009,M1,0,8145,176,0.96656242
517,140080,2010,M1,0,8271,176,1.810541317
518,140080,2011,M1,0,8037,178,1.210157575
519,140080,2012,M1,0,7821,178,1.336943772
520,140080,2013,M1,0,7876,178,1.65648952
521,140080,2014,M1,0,7919,178,0.719316526
522,140080,2015,M1,0,8237,178,1.311478486
523,140080,2016,M1,0,7498,178,1.584047002
524,140080,2017,M1,0,6944,178,0.722348478
525,140255,2003,M1,0,8081,190,1.356223647
526,140255,2004,M1,0,7843,190,1.32905837
527,140255,2005,M1,0,7862,190,0.71033058
528,140255,2006,M1,0,7780,186,0.928220661
529,140255,2007,M1,0,7318,184,1.989527015
530,140255,2008,M1,0,7156,184,1.030554777
531,140255,2009,M1,0,7314,178,1.160019899
532,140255,2010,M1,0,7838,188,1.202214314
533,140255,2011,M1,0,6773,187,1.494259435
534,140255,2012,M1,0,7339,187,1.139419861
535,140255,2013,M1,0,7084,187,0.969588498
536,140255,2014,M1,0,7008,187,1.506315668
537,140255,2015,M1,0,7687,193,1.11633595
538,140255,2016,M1,0,5946,193,1.084466004
539,140255,2017,M1,0,6023,193,1.350030629
540,140620,2003,M1,0,16077,312,1.230305658
541,140620,2004,M1,0,16400,312,0.861147773
542,140620,2005,M1,0,15688,312,1.117942689
543,140620,2006,M1,0,15468,304,0.681760585
544,140620,2007,M1,0,14862,304,1.064406799
545,140620,2008,M1,0,16186,304,0.403071044
546,140620,2009,M1,0,16430,296,1.057678655
547,140620,2010,M1,0,16119,296,0.908323105
548,140620,2011,M1,0,14889,296,0.564649072
549,140620,2012,M1,0,14082,291,1.200423118
550,140620,2013,M1,0,13496,263,1.319063219
551,140620,2014,M1,0,14303,255,1.223082354
552,140620,2015,M1,0,16635,255,1.036698102
553,140620,2016,M1,0,13718,253,1.463387119
554,140620,2017,M1,0,12964,253,1.679261391
555,140630,2003,M1,0,10868,227,1.648230894
556,140630,2004,M1,0,11296,228,1.430494025
557,140630,2005,M1,0,11296,245,0.911898994
558,140630,2006,M1,0,13918,248,1.029287174
559,140630,2007,M1,0,13569,233,1.520258273
560,140630,2008,M1,0,13720,233,1.051658282
561,140630,2009,M1,0,14049,233,1.274606222
562,140630,2010,M1,0,14644,233,0.801276374
563,140630,2011,M1,0,14996,233,0.503963093
564,140630,2012,M1,0,15647,233,1.150793123
565,140630,2013,M1,0,15055,233,0.133114333
566,140630,2014,M1,0,14338,233,1.73309204
567,140630,2015,M1,0,14695,233,1.501033258
568,140630,2016,M1,0,14262,233,1.329057288
569,140630,2017,M1,0,12916,231,1.680601062
570,140690,2003,M1,0,16439,295,1.045535348
571,140690,2004,M1,0,16904,295,0.768768632
572,140690,2005,M1,0,17703,298,0.294403703
573,140690,2006,M1,0,17918,298,1.240183153
574,140690,2007,M1,0,18642,317,1.248939701
575,140690,2008,M1,0,19574,317,1.076268749
576,140690,2009,M1,0,20139,317,1.113072261
577,140690,2010,M1,0,20426,328,1.062899448
578,140690,2011,M1,0,21027,377,1.261023955
579,140690,2012,M1,0,21879,377,1.249944559
580,140690,2013,M1,0,22767,380,1.01138512
581,140690,2014,M1,0,23150,389,1.692272005
